IA_ang,IA_imag,IA_mag,IA_name,IA_real,IB_ang,IB_imag,IB_mag,IB_name,IB_real,IC_ang,IC_imag,IC_mag,IC_name,IC_real,VA_ang,VA_imag,VA_mag,VA_name,VA_real,VB_ang,VB_imag,VB_mag,VB_name,VB_real,VC_ang,VC_imag,VC_mag,VC_name,VC_real,capture_time,crc_ok,dfreq1,dfreq1_name,dst_ip,dst_mac,dst_port,fracsec,frame_number,frame_time,freq1,freq1_name,ip_flags,ip_fragmented,ip_length,ip_version,leap,packet_size,payload_size,ph_encoding,ph_format,pmu_flag,pmu_id,pmu_index,pmu_name,soc,src_ip,src_mac,src_port,stat_data_error,stat_data_sorting,stat_pmu_error,stat_time_sync,stream_id,tcp_ack,tcp_flags,tcp_seq,tcp_window,time,time_base,timequality_mult,timequality_ns,timequality_ver,timestamp,ttl,label
-1.809920613,-549.096597,565.178316,Ia,-133.863570,2.384095372,385.571755,561.153865,Ib,-407.710782,0.291307235,163.426077,569.023125,Ic,545.049754,-1.492197952,-107415.926609,107748.574734,Va,8460.145863,2.693208949,46627.385224,107557.912381,Vb,-96925.700735,0.598615648,60841.067316,107970.070113,Vc,89195.855106,1780886515.3318808,True,0.000000,ROCOF,10.81.0.175,,61530,5545155,241,1780886515.330584,50.000000,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721002813,254,1780886520.545155,1000000,0,0,False,2026-06-08T02:42:00.545155,128,0
-1.809890229,-549.097559,565.175119,Ia,-133.846129,2.383869329,385.784283,561.329018,Ib,-407.750848,0.291614875,163.608590,569.074751,Ic,545.048898,-1.492039609,-107427.432567,107761.461592,Va,8478.168226,2.693191542,46624.109424,107546.464420,Vb,-96914.572844,0.598781013,60863.258367,107983.273646,Vc,89196.699312,1780886515.351612,True,0.000000,ROCOF,10.81.0.175,,61530,5880632,243,1780886515.350568,50.000425,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721002889,254,1780886520.880632,1000000,0,0,False,2026-06-08T02:42:00.880632,128,0
-1.809755289,-549.083166,565.141721,Ia,-133.764128,2.384433825,385.394563,561.096825,Ib,-407.799801,0.291446151,163.502691,569.026259,Ic,545.030048,-1.492002077,-107416.922476,107751.238056,Va,8481.395427,2.693133135,46629.137471,107545.005950,Vb,-96910.535255,0.598865001,60867.168544,107976.920910,Vc,89186.340000,1780886515.3717299,True,0.000000,ROCOF,10.81.0.175,,61530,6216210,245,1780886515.370583,50.000766,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721002965,254,1780886521.21621,1000000,0,0,False,2026-06-08T02:42:01.216210,128,0
-1.809565964,-549.088418,565.121073,Ia,-133.655287,2.384069752,385.586447,561.160045,Ib,-407.705394,0.291509237,163.577687,569.167568,Ic,545.155080,-1.491697059,-107427.035982,107763.983391,Va,8515.166256,2.693445929,46603.986320,107556.924327,Vb,-96935.857297,0.599076472,60884.583549,107974.360153,Vc,89171.351546,1780886515.3919857,True,0.000000,ROCOF,10.81.0.175,,61530,6551754,247,1780886515.39062,50.001075,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003041,254,1780886521.551754,1000000,0,0,False,2026-06-08T02:42:01.551754,128,0
-1.809472053,-549.118130,565.138735,Ia,-133.607896,2.384557253,385.511868,561.340926,Ib,-408.024797,0.291890911,163.803732,569.230070,Ic,545.152464,-1.491751997,-107438.360849,107774.874620,Va,8510.124410,2.693601425,46587.585633,107553.860856,Vb,-96940.341705,0.599236938,60904.335049,107984.011222,Vc,89169.550026,1780886515.411933,True,0.000000,ROCOF,10.81.0.175,,61530,6887449,249,1780886515.410589,50.001037,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003117,254,1780886521.887449,1000000,0,0,False,2026-06-08T02:42:01.887449,128,0
-1.809324589,-549.191632,565.194109,Ia,-133.540003,2.384753171,385.383534,561.270456,Ib,-408.049085,0.292272553,163.993037,569.165043,Ic,545.027641,-1.491636142,-107435.063766,107772.556940,Va,8522.388336,2.693816818,46572.810667,107567.964480,Vb,-96963.087249,0.599328699,60925.532010,108007.083776,Vc,89183.012368,1780886515.4316447,True,0.018829,ROCOF,10.81.0.175,,61530,7222843,251,1780886515.430584,50.001879,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003193,254,1780886522.222843,1000000,0,0,False,2026-06-08T02:42:02.222843,128,0
-1.809207876,-549.169868,565.155676,Ia,-133.466828,2.384808483,385.140798,560.949789,Ib,-407.837261,0.292334533,163.996503,569.059853,Ic,544.916749,-1.491407613,-107449.644209,107789.140032,Va,8548.255280,2.694049828,46553.706004,107576.029199,Vb,-96981.207022,0.599417715,60929.672957,108000.352472,Vc,89172.030859,1780886515.451802,True,0.006734,ROCOF,10.81.0.175,,61530,7558387,253,1780886515.450584,50.001107,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003269,254,1780886522.558387,1000000,0,0,False,2026-06-08T02:42:02.558387,128,0
-1.808817735,-549.171271,565.103582,Ia,-133.240281,2.385052458,385.110250,561.050262,Ib,-408.004279,0.292450122,164.081784,569.137189,Ic,544.971842,-1.491227254,-107446.219173,107787.252524,Va,8567.484583,2.694090371,46547.519978,107570.819935,Vb,-96978.398035,0.599614995,60951.062051,108007.083456,Vc,89165.565727,1780886515.4717517,True,0.005018,ROCOF,10.81.0.175,,61530,7893931,255,1780886515.470583,50.001273,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003345,254,1780886522.893931,1000000,0,0,False,2026-06-08T02:42:02.893931,128,0
-1.809123539,-549.021423,564.991331,Ia,-133.381714,2.385279416,385.030979,561.069700,Ib,-408.105811,0.292430227,164.027980,568.988163,Ic,544.832407,-1.491184373,-107448.365103,107789.773923,Va,8572.292527,2.694132569,46547.899905,107581.156309,Vb,-96989.680931,0.599803079,60962.065178,107996.868011,Vc,89145.667923,1780886515.491793,True,-0.003666,ROCOF,10.81.0.175,,61530,8229593,257,1780886515.490606,50.000700,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003421,254,1780886523.229593,1000000,0,0,False,2026-06-08T02:42:03.229593,128,0
-1.808717784,-549.164688,565.083107,Ia,-133.180565,2.385235156,385.141699,561.204714,Ib,-408.186971,0.292422293,164.020160,568.976030,Ic,544.822090,-1.491016616,-107440.702864,107783.531404,Va,8589.820137,2.694422689,46516.141771,107572.790334,Vb,-96995.637917,0.599822953,60967.523586,108003.398981,Vc,89149.847220,1780886515.511622,True,-0.002537,ROCOF,10.81.0.175,,61530,8565037,259,1780886515.510576,50.000809,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003497,254,1780886523.565037,1000000,0,0,False,2026-06-08T02:42:03.565037,128,0
-1.808628591,-548.639144,564.530120,Ia,-133.001301,2.385343541,384.648666,560.550690,Ib,-407.752965,0.292802204,164.151017,568.712324,Ic,544.507256,-1.490740583,-107487.228955,107832.589781,Va,8623.400172,2.694372319,46536.115646,107607.679637,Vb,-97024.752808,0.600155759,61024.614697,108051.958330,Vc,89169.625434,1780886515.5317225,True,-0.001918,ROCOF,10.81.0.175,,61530,8900564,261,1780886515.530595,50.001674,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003573,254,1780886523.900564,1000000,0,0,False,2026-06-08T02:42:03.900564,128,0
-1.808506731,-548.776827,564.655114,Ia,-132.963876,2.385639997,384.699529,560.801077,Ib,-408.049165,0.292952716,164.203955,568.611849,Ic,544.386348,-1.490642724,-107480.649762,107826.836506,Va,8633.458031,2.694725258,46499.427630,107602.030448,Vb,-97036.076728,0.600346555,61050.352525,108067.404061,Vc,89170.725449,1780886515.5518208,True,0.000897,ROCOF,10.81.0.175,,61530,9236176,263,1780886515.550593,50.001196,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003649,254,1780886524.236176,1000000,0,0,False,2026-06-08T02:42:04.236176,128,0
-1.808451431,-548.766395,564.636816,Ia,-132.929221,2.385862567,384.584803,560.766232,Ib,-408.109418,0.293027397,164.233745,568.574233,Ic,544.338071,-1.490514465,-107470.782909,107818.049553,Va,8646.538639,2.694951569,46479.898988,107607.662860,Vb,-97051.677452,0.600390959,61028.261351,108021.293770,Vc,89129.968161,1780886515.5717058,True,0.000291,ROCOF,10.81.0.175,,61530,9571670,265,1780886515.570582,50.001310,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003725,254,1780886524.57167,1000000,0,0,False,2026-06-08T02:42:04.571670,128,0
-1.808062707,-548.687161,564.502179,Ia,-132.684246,2.385931261,384.380596,560.509337,Ib,-407.948863,0.293265393,164.358618,568.558070,Ic,544.283496,-1.490110612,-107468.622095,107819.393810,Va,8690.048705,2.695151819,46459.117742,107604.546000,Vb,-97058.171725,0.600639745,61071.784006,108059.070568,Vc,89145.947358,1780886515.5917609,True,0.011499,ROCOF,10.81.0.175,,61530,9907197,267,1780886515.590584,50.001825,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003801,254,1780886524.907197,1000000,0,0,False,2026-06-08T02:42:04.907197,128,0
-1.807570518,-548.948481,564.703888,Ia,-132.461487,2.386245196,384.401813,560.727129,Ib,-408.228073,0.293429232,164.477478,568.660712,Ic,544.354815,-1.490084018,-107476.780828,107827.811092,Va,8693.585429,2.695224678,46449.407654,107598.434361,Vb,-97056.043632,0.600895597,61085.882724,108043.669425,Vc,89117.615737,1780886515.6118104,True,0.008751,ROCOF,10.81.0.175,,61530,10242742,269,1780886515.610606,50.001707,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003877,254,1780886525.242742,1000000,0,0,False,2026-06-08T02:42:05.242742,128,0
-1.807157043,-549.803841,565.527422,Ia,-132.427343,2.387120036,384.563474,561.484815,Ib,-409.116281,0.293880312,164.974795,569.529933,Ic,545.112522,-1.489900338,-107500.395667,107853.107307,Va,8715.370746,2.695640162,46423.551473,107631.989822,Vb,-97105.607983,0.601048168,61108.737959,108060.042785,Vc,89121.798633,1780886515.632031,True,0.013943,ROCOF,10.81.0.175,,61530,10578269,271,1780886515.630585,50.003052,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003953,254,1780886525.578269,1000000,0,0,False,2026-06-08T02:42:05.578269,128,0
-1.807209024,-549.716141,565.444294,Ia,-132.436452,2.386864801,384.778946,561.646931,Ib,-409.136209,0.294171825,165.107316,569.438953,Ic,544.977335,-1.489602879,-107503.754940,107859.083482,Va,8747.831925,2.695767974,46409.268507,107627.649944,Vb,-97107.624979,0.601249491,61126.742481,108060.154977,Vc,89109.586730,1780886515.6517904,True,0.000391,ROCOF,10.81.0.175,,61530,10913813,273,1780886515.650577,50.001261,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004029,254,1780886525.913813,1000000,0,0,False,2026-06-08T02:42:05.913813,128,0
-1.807002752,-549.689133,565.388428,Ia,-132.309985,2.387290591,384.554749,561.573979,Ib,-409.246843,0.294622797,165.335415,569.378158,Ic,544.844645,-1.489176438,-107483.519159,107842.532814,Va,8792.325800,2.695899704,46395.362522,107625.066602,Vb,-97111.406630,0.601555077,61160.342415,108071.414652,Vc,89100.186198,1780886515.6717253,True,0.009237,ROCOF,10.81.0.175,,61530,11249358,275,1780886515.67058,50.002212,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004105,254,1780886526.249358,1000000,0,0,False,2026-06-08T02:42:06.249358,128,0
-1.806448312,-549.723337,565.348249,Ia,-131.995814,2.387502692,384.404587,561.481444,Ib,-409.260950,0.295002838,165.563156,569.449319,Ic,544.849858,-1.489179786,-107484.659932,107843.647866,Va,8792.056895,2.696106238,46382.111712,107640.864014,Vb,-97135.242414,0.601671378,61162.488866,108056.900064,Vc,89081.106903,1780886515.6917942,True,0.003964,ROCOF,10.81.0.175,,61530,11584902,277,1780886515.690594,50.002236,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004181,254,1780886526.584902,1000000,0,0,False,2026-06-08T02:42:06.584902,128,0
-1.806117760,-549.851156,565.434853,Ia,-131.834286,2.387743544,384.270230,561.429175,Ib,-409.315416,0.294863582,165.444056,569.300581,Ic,544.730590,-1.488948310,-107483.478667,107844.507502,Va,8817.006978,2.696394083,46353.996385,107640.507420,Vb,-97148.267390,0.602031575,61202.828171,108071.479305,Vc,89071.086571,1780886515.711573,True,0.001359,ROCOF,10.81.0.175,,61530,11920480,279,1780886515.710578,50.001851,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004257,254,1780886526.92048,1000000,0,0,False,2026-06-08T02:42:06.920480,128,0
-1.806268822,-549.634260,565.232289,Ia,-131.870088,2.387400164,384.425545,561.450772,Ib,-409.199181,0.295014656,165.574993,569.467885,Ic,544.865666,-1.488674134,-107476.024335,107839.457608,Va,8846.061858,2.696669645,46318.849033,107621.047724,Vb,-97143.471924,0.602216628,61210.252263,108055.489512,Vc,89046.582369,1780886515.7316124,True,-0.025251,ROCOF,10.81.0.175,,61530,12256377,281,1780886515.730604,50.000526,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004333,254,1780886527.256377,1000000,0,0,False,2026-06-08T02:42:07.256377,128,0
-1.805654897,-549.763935,565.282486,Ia,-131.544310,2.387997195,384.130504,561.376725,Ib,-409.374624,0.295451296,165.781652,569.360610,Ic,544.690690,-1.488339834,-107461.393491,107827.750226,Va,8881.026278,2.696879643,46303.397107,107632.551889,Vb,-97163.581874,0.602407357,61224.787208,108051.169742,Vc,89031.346804,1780886515.7518032,True,0.015297,ROCOF,10.81.0.175,,61530,12591552,283,1780886515.750604,50.002783,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004409,254,1780886527.591552,1000000,0,0,False,2026-06-08T02:42:07.591552,128,0
-1.805649894,-549.956711,565.480027,Ia,-131.587527,2.388466380,384.106654,561.622754,Ib,-409.734299,0.295563824,165.833239,569.327292,Ic,544.640159,-1.488166516,-107473.353134,107841.296952,Va,8900.769318,2.697258431,46259.451637,107615.946960,Vb,-97166.121537,0.602764356,61261.282699,108059.487100,Vc,89016.335548,1780886515.7717485,True,-0.001554,ROCOF,10.81.0.175,,61530,12927113,285,1780886515.770592,50.002069,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004485,254,1780886527.927113,1000000,0,0,False,2026-06-08T02:42:07.927113,128,0
-1.805371648,-549.952086,565.437649,Ia,-131.424649,2.388461787,384.000302,561.464500,Ib,-409.617081,0.295776692,165.923354,569.238717,Ic,544.520117,-1.487938776,-107465.239232,107835.191948,Va,8924.739725,2.697452707,46240.601897,107616.012385,Vb,-97175.165850,0.602950445,61273.330045,108051.522577,Vc,88998.373898,1780886515.7918177,True,-0.006496,ROCOF,10.81.0.175,,61530,13262640,287,1780886515.790587,50.001569,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004561,254,1780886528.26264,1000000,0,0,False,2026-06-08T02:42:08.262640,128,0
-1.805149669,-549.923562,565.378344,Ia,-131.288797,2.388832626,383.867990,561.493193,Ib,-409.780396,0.296193719,166.160634,569.273715,Ic,544.484349,-1.487641041,-107461.352252,107833.962690,Va,8956.633390,2.697536112,46232.566974,107616.175801,Vb,-97179.169811,0.603126193,61288.858634,108051.325521,Vc,88987.441553,1780886515.8116717,True,0.003618,ROCOF,10.81.0.175,,61530,13598185,289,1780886515.810581,50.002208,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004637,254,1780886528.598185,1000000,0,0,False,2026-06-08T02:42:08.598185,128,0
-1.804854111,-549.740720,565.150510,Ia,-131.073416,2.389553640,383.452054,561.316976,Ib,-409.928372,0.296397082,166.286576,569.325813,Ic,544.500373,-1.487466514,-107459.343940,107833.517651,Va,8975.351187,2.697838383,46205.039083,107620.481647,Vb,-97197.028932,0.603377421,61304.952569,108040.292725,Vc,88962.956575,1780886515.8321059,True,0.015667,ROCOF,10.81.0.175,,61530,13933763,291,1780886515.830616,50.002094,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004713,254,1780886528.933763,1000000,0,0,False,2026-06-08T02:42:08.933763,128,0
-1.804700056,-549.761373,565.150990,Ia,-130.988835,2.389306915,383.520225,561.268746,Ib,-409.798538,0.296628103,166.395004,569.266429,Ic,544.405152,-1.487254713,-107459.902856,107835.988578,Va,8998.317108,2.698157213,46173.157359,107618.407234,Vb,-97209.881777,0.603724038,61338.146987,108044.453410,Vc,88945.127112,1780886515.8516161,True,-0.007964,ROCOF,10.81.0.175,,61530,14269307,293,1780886515.850615,50.002008,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004789,254,1780886529.269307,1000000,0,0,False,2026-06-08T02:42:09.269307,128,0
-1.804276101,-550.034986,565.375203,Ia,-130.807625,2.389772423,383.310742,561.241398,Ib,-409.957049,0.297344714,166.809041,569.348187,Ic,544.363942,-1.486915536,-107457.119809,107836.264712,Va,9034.787734,2.698405370,46148.950687,107618.215971,Vb,-97221.164153,0.603978901,61359.627290,108042.364123,Vc,88927.771726,1780886515.8718405,True,0.005222,ROCOF,10.81.0.175,,61530,14604818,295,1780886515.870588,50.002579,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004865,254,1780886529.604818,1000000,0,0,False,2026-06-08T02:42:09.604818,128,0
-1.804299989,-549.927899,565.268341,Ia,-130.796037,2.390018872,383.202751,561.231226,Ib,-410.044071,0.297060206,166.599984,569.163107,Ic,544.234405,-1.486729111,-107444.994818,107825.788894,Va,9053.940542,2.698607669,46129.620164,107619.005011,Vb,-97231.210951,0.604235930,61391.160888,108057.639783,Vc,88924.568486,1780886515.8916585,True,-0.000960,ROCOF,10.81.0.175,,61530,14940731,297,1780886515.890606,50.001473,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721004941,254,1780886529.940731,1000000,0,0,False,2026-06-08T02:42:09.940731,128,0
-1.803769191,-549.988499,565.259349,Ia,-130.502042,2.390521048,383.047148,561.305021,Ib,-410.290396,0.297738429,166.986579,569.222832,Ic,544.178385,-1.486364050,-107436.179937,107820.266749,Va,9092.698295,2.698923523,46099.266145,107619.843493,Vb,-97246.533997,0.604496421,61408.972375,108048.225672,Vc,88900.827795,1780886515.9116447,True,0.005539,ROCOF,10.81.0.175,,61530,15275906,299,1780886515.910581,50.002755,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005017,254,1780886530.275906,1000000,0,0,False,2026-06-08T02:42:10.275906,128,0
-1.803623270,-550.784062,566.057408,Ia,-130.605921,2.390527066,383.565985,562.068931,Ib,-410.851091,0.297396944,167.023118,569.981717,Ic,544.960948,-1.486087910,-107466.579480,107853.299689,Va,9125.160193,2.699183483,46077.458629,107627.958639,Vb,-97265.848513,0.604671352,61441.744892,108078.519844,Vc,88915.006812,1780886515.931762,True,-0.011466,ROCOF,10.81.0.175,,61530,15611417,301,1780886515.930571,50.000973,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005093,254,1780886530.611417,1000000,0,0,False,2026-06-08T02:42:10.611417,128,0
-1.803470114,-550.554936,565.801387,Ia,-130.462530,2.390594511,383.630234,562.203698,Ib,-410.975475,0.297728212,167.169678,569.865953,Ic,544.794919,-1.485823335,-107463.615973,107852.752250,Va,9153.546307,2.699424787,46059.728451,107641.377214,Vb,-97289.092418,0.604909285,61454.890759,108064.437867,Vc,88888.802070,1780886515.9517913,True,0.002240,ROCOF,10.81.0.175,,61530,15947012,303,1780886515.950598,50.002199,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005169,254,1780886530.947012,1000000,0,0,False,2026-06-08T02:42:10.947012,128,0
-1.803131425,-550.786309,565.993775,Ia,-130.320353,2.390521562,383.507907,561.980511,Ib,-410.784348,0.298124903,167.414077,569.962289,Ic,544.820647,-1.485531887,-107466.273907,107858.101969,Va,9185.321609,2.699879924,46012.518825,107634.535008,Vb,-97303.860343,0.605251073,61483.676600,108061.640407,Vc,88865.491836,1780886515.9718192,True,-0.007412,ROCOF,10.81.0.175,,61530,16282539,305,1780886515.970582,50.001871,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005245,254,1780886531.282539,1000000,0,0,False,2026-06-08T02:42:11.282539,128,0
-1.802811749,-550.832992,565.998965,Ia,-130.145467,2.390717062,383.385728,561.919155,Ib,-410.814459,0.298475106,167.613211,569.990672,Ic,544.789113,-1.485346824,-107468.270542,107861.813852,Va,9205.526274,2.700193143,45992.094493,107658.072411,Vb,-97339.548999,0.605639520,61529.499943,108081.504557,Vc,88857.933040,1780886515.991888,True,0.009873,ROCOF,10.81.0.175,,61530,16618084,307,1780886515.990616,50.002428,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005321,254,1780886531.618084,1000000,0,0,False,2026-06-08T02:42:11.618084,128,0
-1.802778703,-550.958328,566.123332,Ia,-130.155857,2.391451533,383.201636,562.091863,Ib,-411.222286,0.298696354,167.778553,570.142956,Ic,544.897557,-1.484998972,-107444.001443,107840.675660,Va,9241.097378,2.700284976,45976.005974,107641.333997,Vb,-97328.637406,0.605839137,61542.226041,108072.706277,Vc,88838.416555,1780886516.011788,True,-0.006848,ROCOF,10.81.0.175,,61530,176596,309,1780886516.010602,50.002101,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886516,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005397,254,1780886516.176596,1000000,0,0,False,2026-06-08T02:41:56.176596,128,0
-1.801891005,-551.362966,566.420548,Ia,-129.734796,2.391897937,383.320111,562.535182,Ib,-411.717771,0.299107829,168.136531,570.596959,Ic,545.262319,-1.484535011,-107447.869844,107848.873615,Va,9291.652487,2.700545004,45947.652518,107634.203968,Vb,-97334.141451,0.606339245,61586.586380,108072.599559,Vc,88807.539958,1780886516.0317912,True,0.023473,ROCOF,10.81.0.175,,61530,511956,311,1780886516.030592,50.003312,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886516,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005473,254,1780886516.511956,1000000,0,0,False,2026-06-08T02:41:56.511956,128,0
-1.801887059,-551.436035,566.495087,Ia,-129.749693,2.392218645,383.156443,562.488781,Ib,-411.806714,0.299796099,168.454377,570.402590,Ic,544.960767,-1.484214056,-107431.820640,107835.763039,Va,9325.004246,2.701224124,45884.838828,107641.941883,Vb,-97372.322649,0.606527175,61606.667490,108078.551259,Vc,88800.854517,1780886516.0528154,True,0.013494,ROCOF,10.81.0.175,,61530,847484,313,1780886516.050586,50.003522,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886516,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005549,254,1780886516.847484,1000000,0,0,False,2026-06-08T02:41:56.847484,128,0
-1.801910428,-551.418042,566.479718,Ia,-129.759059,2.392752896,383.016354,562.606254,Ib,-412.097402,0.299894556,168.576847,570.635534,Ic,545.166726,-1.483778878,-107449.721441,107857.815484,Va,9373.671815,2.701365440,45871.930113,107643.941140,Vb,-97380.614560,0.607091066,61647.113198,108061.691021,Vc,88752.253496,1780886516.0718627,True,0.004591,ROCOF,10.81.0.175,,61530,1183045,315,1780886516.070596,50.002352,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886516,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005625,254,1780886517.183045,1000000,0,0,False,2026-06-08T02:41:57.183045,128,0
-1.801338648,-551.471213,566.458216,Ia,-129.438835,2.392948664,382.839784,562.465377,Ib,-412.069169,0.300519020,168.818303,570.301268,Ic,544.742064,-1.483608528,-107460.163592,107869.901913,Va,9393.028242,2.701665064,45844.280721,107647.534412,Vb,-97397.605669,0.607270370,61663.400869,108062.348282,Vc,88741.738260,1780886516.0920525,True,-0.000491,ROCOF,10.81.0.175,,61530,1518589,317,1780886516.090599,50.002374,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886516,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005701,254,1780886517.518589,1000000,0,0,False,2026-06-08T02:41:57.518589,128,0
-1.800650591,-551.462401,566.357834,Ia,-129.036490,2.393589582,382.592914,562.490828,Ib,-412.333110,0.300700224,168.952854,570.422286,Ic,544.827053,-1.483172583,-107446.301138,107860.106932,Va,9439.016860,2.702338396,45772.669818,107633.379438,Vb,-97415.640772,0.607782013,61709.642230,108063.828611,Vc,88711.392222,1780886516.1116233,True,0.020396,ROCOF,10.81.0.175,,61530,1854117,319,1780886516.110581,50.004146,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886516,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721005777,254,1780886517.854117,1000000,0,0,False,2026-06-08T02:41:57.854117,128,0
