IA_ang,IA_imag,IA_mag,IA_name,IA_real,IB_ang,IB_imag,IB_mag,IB_name,IB_real,IC_ang,IC_imag,IC_mag,IC_name,IC_real,VA_ang,VA_imag,VA_mag,VA_name,VA_real,VB_ang,VB_imag,VB_mag,VB_name,VB_real,VC_ang,VC_imag,VC_mag,VC_name,VC_real,capture_time,crc_ok,dfreq1,dfreq1_name,dst_ip,dst_mac,dst_port,fracsec,frame_number,frame_time,freq1,freq1_name,ip_flags,ip_fragmented,ip_length,ip_version,leap,packet_size,payload_size,ph_encoding,ph_format,pmu_flag,pmu_id,pmu_index,pmu_name,soc,src_ip,src_mac,src_port,stat_data_error,stat_data_sorting,stat_pmu_error,stat_time_sync,stream_id,tcp_ack,tcp_flags,tcp_seq,tcp_window,time,time_base,timequality_mult,timequality_ns,timequality_ver,timestamp,ttl
-1.6883081197738647,-563.2157835622927,567.1270141601562,Ia,-66.49083648538854,2.5061094760894775,334.2238420219092,563.077392578125,Ib,-453.15623515151344,0.41324660181999207,229.33866704931992,571.0841064453125,Ic,523.0113119526978,-1.3717246055603027,-105834.27742909259,107966.5546875,Va,21351.408669003355,2.8137409687042236,34695.23431541064,107745.8671875,Vb,-102006.92433254294,0.7193044424057007,71268.9344724625,108169.8125,Vc,81372.27608617692,1780886515.3318808,True,-0.005985338240861893,ROCOF,10.81.0.175,,61530,5545155,241,1780886515.330584,50.0024299621582,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721002813,254,1780886520.545155,1000000,0,0,False,2026-06-08T02:42:00.545155,128
-1.6876894235610962,-563.3664118920271,567.2373657226562,Ia,-66.15523428936848,2.5064074993133545,334.14099636960026,563.1654052734375,Ib,-453.3266683550902,0.4137228727340698,229.61269064788476,571.1461791992188,Ic,522.9588610084974,-1.3712259531021118,-105807.00835980024,107949.609375,Va,21400.82115630735,2.8142189979553223,34646.847396588775,107747.046875,Vb,-102024.61504833496,0.7197515964508057,71302.81039663771,108166.015625,Vc,81337.54462564553,1780886515.351612,True,-0.00020404154201969504,ROCOF,10.81.0.175,,61530,5880632,243,1780886515.350568,50.00373458862305,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721002889,254,1780886520.880632,1000000,0,0,False,2026-06-08T02:42:00.880632,128
-1.687066912651062,-563.2293745413962,567.0580444335938,Ia,-65.7837169104882,2.50679349899292,333.9360906173308,563.114990234375,Ib,-453.4150191710395,0.41447100043296814,229.9640972022529,571.0474243164062,Ic,522.6965418063854,-1.3705599308013916,-105816.01459103916,107973.3671875,Va,21476.01168456774,2.814622163772583,34607.362787409824,107752.1875,Vb,-102043.4434539317,0.7201070189476013,71333.55952707732,108168.8125,Vc,81314.29937506116,1780886515.3717299,True,0.0038844409864395857,ROCOF,10.81.0.175,,61530,6216210,245,1780886515.370583,50.00421905517578,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721002965,254,1780886521.21621,1000000,0,0,False,2026-06-08T02:42:01.216210,128
-1.6866602897644043,-563.2700211071963,567.0720825195312,Ia,-65.55631239580751,2.5070960521698,333.722517323692,562.9861450195312,Ib,-453.41226374579986,0.414862722158432,230.17825336321334,571.07080078125,Ic,522.627813251073,-1.3701823949813843,-105788.72126779244,107953.796875,Va,21512.059693438932,2.815209150314331,34549.465077905916,107758.4453125,Vb,-102069.66737967561,0.7206594347953796,71398.96547990428,108199.875,Vc,81298.22063498721,1780886515.3919857,True,-0.01755613461136818,ROCOF,10.81.0.175,,61530,6551754,247,1780886515.39062,50.00347137451172,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003041,254,1780886521.551754,1000000,0,0,False,2026-06-08T02:42:01.551754,128
-1.6864292621612549,-563.3409893764748,567.1282958984375,Ia,-65.43266536677383,2.507840871810913,333.50713185131184,563.19287109375,Ib,-453.8272832864206,0.41520991921424866,230.36890238539942,571.0936279296875,Ic,522.5687521041023,-1.369836449623108,-105783.50828126227,107956.078125,Va,21549.110882800305,2.815685510635376,34500.018788963294,107755.8828125,Vb,-102083.68618081154,0.7211892604827881,71437.5157209529,108193.0390625,Vc,81255.24628722909,1780886515.411933,True,0.006346941459923983,ROCOF,10.81.0.175,,61530,6887449,249,1780886515.410589,50.00354766845703,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003117,254,1780886521.887449,1000000,0,0,False,2026-06-08T02:42:01.887449,128
-1.6852892637252808,-562.6477522905506,566.3557739257812,Ia,-64.7021599443323,2.5085980892181396,332.85916063123784,562.6785888671875,Ib,-453.6650455495081,0.4161791205406189,230.66459668161022,570.572509765625,Ic,521.8685971946907,-1.369125247001648,-105765.17827479058,107953.0390625,Va,21623.73019003465,2.8161253929138184,34455.83008911698,107758.1328125,Vb,-102100.98412898032,0.7215808033943176,71457.10457231791,108174.5390625,Vc,81213.38010158893,1780886515.4316447,True,0.03621530532836914,ROCOF,10.81.0.175,,61530,7222843,251,1780886515.430584,50.0058479309082,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003193,254,1780886522.222843,1000000,0,0,False,2026-06-08T02:42:02.222843,128
-1.6851774454116821,-562.9708382954152,566.6737060546875,Ia,-64.6755314064893,2.5093064308166504,332.4061035185788,562.4558715820312,Ib,-453.7210484655724,0.41613227128982544,230.6450076570892,570.5845336914062,Ic,521.8904008800131,-1.3688671588897705,-105767.29360886809,107960.8984375,Va,21652.602478401626,2.8165175914764404,34412.227984193814,107747.0,Vb,-102103.94005210508,0.7220621109008789,71506.0369446317,108189.4453125,Vc,81190.16416721544,1780886515.451802,True,-0.014424311928451061,ROCOF,10.81.0.175,,61530,7558387,253,1780886515.450584,50.002525329589844,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003269,254,1780886522.558387,1000000,0,0,False,2026-06-08T02:42:02.558387,128
-1.6846505403518677,-562.8996276262443,566.5678100585938,Ia,-64.36685958493169,2.509394407272339,332.44542437303,562.5899658203125,Ib,-453.85846852861124,0.41702479124069214,231.12586779054234,570.6219482421875,Ic,521.7185458211912,-1.3684273958206177,-105762.6746391188,107965.9140625,Va,21700.121025723147,2.816749095916748,34388.51723695284,107746.7734375,Vb,-102111.68918608561,0.7223871350288391,71538.87357512007,108199.203125,Vc,81174.23929109528,1780886515.4717517,True,-0.007456610444933176,ROCOF,10.81.0.175,,61530,7893931,255,1780886515.470583,50.003318786621094,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003345,254,1780886522.893931,1000000,0,0,False,2026-06-08T02:42:02.893931,128
-1.6838451623916626,-562.9394588295637,566.555908203125,Ia,-63.912149177959996,2.5102016925811768,332.15821847265005,562.7243041992188,Ib,-454.23513782794276,0.4173775911331177,231.23697773916172,570.4420166015625,Ic,521.4724867435633,-1.3681358098983765,-105761.40107093111,107971.078125,Va,21731.99841221479,2.817413330078125,34318.92419760968,107741.25,Vb,-102129.27295090875,0.7229618430137634,71572.26556519192,108179.1796875,Vc,81118.09736258646,1780886515.491793,True,0.012040028348565102,ROCOF,10.81.0.175,,61530,8229593,257,1780886515.490606,50.004638671875,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003421,254,1780886523.229593,1000000,0,0,False,2026-06-08T02:42:03.229593,128
-1.6836146116256714,-562.9341653065794,566.5357666015625,Ia,-63.78009383345846,2.510453939437866,331.93652086773,562.5427856445312,Ib,-454.1723591269465,0.417896032333374,231.57596305701378,570.6112060546875,Ic,521.5071637182001,-1.367591381072998,-105744.41189085193,107965.828125,Va,21788.515244846163,2.817917585372925,34273.016353754785,107758.84375,Vb,-102163.24562362029,0.7233147621154785,71599.61202516961,108177.25,Vc,81091.38656730248,1780886515.511622,True,-0.00424125324934721,ROCOF,10.81.0.175,,61530,8565037,259,1780886515.510576,50.0031852722168,FREQ,DF,False,116,4,27,120,76,polar,float,0,1,1,IEC61850-PMU,1780886515,10.81.0.175,,4712,False,2,False,False,1,2061849846,PA,1721003497,254,1780886523.565037,1000000,0,0,False,2026-06-08T02:42:03.565037,128
